symbol_id,time_close,close,marketcap,month,day,price change,week change,SPY,VIX,10Y Treasury,Gold,Oil,EUR_USD
XMR_328,2015-08-17,0.619034,5537305.4326,8,17,-0.09600379686758431,-0.1333593954451614,184.46524047851562,13.020000457763672,2.1500000953674316,1118.5999755859375,41.869998931884766,1.1092993021011353
XMR_328,2015-08-24,0.53648,4847193.44838,8,24,-0.1333593954451614,-0.1370414554130629,165.99154663085938,40.7400016784668,1.996999979019165,1153.4000244140625,38.2400016784668,1.1376951932907104
XMR_328,2015-08-31,0.46296,4224301.3766,8,31,-0.1370414554130629,0.09046785899429777,173.14804077148438,28.43000030517578,2.200000047683716,1131.5999755859375,49.20000076293945,1.1214030981063843
XMR_328,2015-09-07,0.504843,4650655.54455,9,7,0.09046785899429777,-0.09023003191091095,173.14804077148438,28.43000030517578,2.200000047683716,1131.5999755859375,49.20000076293945,1.115200161933899
XMR_328,2015-09-14,0.459291,4271252.20356,9,14,-0.09023003191091095,0.06419895012094723,171.69395446777344,24.25,2.180000066757202,1107.699951171875,44.0,1.1344043016433716
XMR_328,2015-09-21,0.488777,4587945.63972,9,21,0.06419895012094723,-0.10203016917735497,172.98280334472656,20.139999389648438,2.2139999866485596,1133.0999755859375,46.68000030517578,1.12920343875885
XMR_328,2015-09-28,0.438907,4157457.38488,9,28,-0.10203016917735497,-0.09101928198912301,165.54257202148438,27.6299991607666,2.0950000286102295,1132.0,44.43000030517578,1.1201720237731934
XMR_328,2015-10-05,0.398958,3812558.31336,10,5,-0.09101928198912301,-0.046117636442933874,174.75262451171875,19.540000915527344,2.055999994277954,1138.0999755859375,46.2599983215332,1.1226998567581177
XMR_328,2015-10-12,0.380559,3668789.39699,10,12,-0.046117636442933874,0.07925972056895247,177.43817138671875,16.170000076293945,2.0899999141693115,1164.9000244140625,47.099998474121094,1.1369967460632324
XMR_328,2015-10-19,0.410722,3994017.81324,10,19,0.07925972056895247,-0.008947658026597027,179.06704711914062,14.979999542236328,2.0280001163482666,1173.300048828125,45.88999938964844,1.1361054182052612
XMR_328,2015-10-26,0.407047,3991963.35843,10,26,-0.008947658026597027,0.043508489191665944,182.26327514648438,15.289999961853027,2.058000087738037,1167.0,43.97999954223633,1.1020376682281494
XMR_328,2015-11-02,0.424757,4200090.44125,11,2,0.043508489191665944,0.1457280280254356,185.2481689453125,14.149999618530273,2.187000036239624,1135.800048828125,46.13999938964844,1.102596640586853
XMR_328,2015-11-09,0.486656,4851110.56897,11,9,0.1457280280254356,-0.1376660310362967,183.21420288085938,16.520000457763672,2.3420000076293945,1087.9000244140625,43.869998931884766,1.0733413696289062
XMR_328,2015-11-16,0.41966,4216823.38758,11,16,-0.1376660310362967,-0.058466377543725856,181.0481719970703,18.15999984741211,2.2730000019073486,1083.699951171875,41.7400016784668,1.06999933719635
XMR_328,2015-11-23,0.395124,4001457.41724,11,23,-0.058466377543725856,0.025364189469635035,184.08590698242188,15.619999885559082,2.25,1066.800048828125,41.75,1.0641014575958252
XMR_328,2015-11-30,0.405146,4134939.36625,11,30,0.025364189469635035,0.0963751339023462,183.75131225585938,16.1299991607666,2.2179999351501465,1065.800048828125,41.650001525878906,1.0583018064498901
XMR_328,2015-12-07,0.444192,4567807.81736,12,7,0.0963751339023462,0.05041063323968009,183.45193481445312,15.84000015258789,2.2249999046325684,1076.4000244140625,37.650001525878906,1.0883997678756714
XMR_328,2015-12-14,0.466584,4833586.91404,12,14,0.05041063323968009,0.0827310837919859,178.65318298339844,22.729999542236328,2.2249999046325684,1064.699951171875,36.310001373291016,1.0983941555023193
XMR_328,2015-12-21,0.505185,5271942.8353,12,21,0.0827310837919859,-0.10171323376584818,178.6270294189453,18.700000762939453,2.197000026702881,1081.9000244140625,34.7400016784668,1.0869920253753662
XMR_328,2015-12-28,0.453801,4770046.79947,12,28,-0.10171323376584818,0.10353877580701676,181.7624969482422,16.90999984741211,2.2249999046325684,1070.5,36.810001373291016,1.0965994596481323
XMR_328,2016-01-04,0.500787,5301162.28717,1,4,0.10353877580701676,-0.022215033537212436,178.05126953125,20.700000762939453,2.244999885559082,1075.0999755859375,36.7599983215332,1.0853991508483887
XMR_328,2016-01-11,0.489662,5219658.0128,1,11,-0.022215033537212436,-0.08489529512194127,170.1593475341797,24.299999237060547,2.1579999923706055,1096.5,31.40999984741211,1.0941038131713867
XMR_328,2016-01-18,0.448092,4809100.60311,1,18,-0.08489529512194127,0.38054015693205856,170.1593475341797,24.299999237060547,2.1579999923706055,1096.5,31.40999984741211,1.0920010805130005
XMR_328,2016-01-25,0.618609,6684237.9602,1,25,0.38054015693205856,-0.20698534938870916,166.20010375976562,24.149999618530273,2.0220000743865967,1106.199951171875,30.34000015258789,1.079901933670044
XMR_328,2016-02-01,0.490566,5335814.45647,2,1,-0.20698534938870916,-0.0005952308150177776,171.5233612060547,19.979999542236328,1.965999960899353,1127.9000244140625,31.6200008392334,1.0825908184051514
XMR_328,2016-02-08,0.490274,5367327.72637,2,8,-0.0005952308150177776,0.6925515120116508,164.2337188720703,26.0,1.7350000143051147,1197.9000244140625,29.690000534057617,1.114504098892212
XMR_328,2016-02-15,0.829814,9143417.45378,2,15,0.6925515120116508,-0.06340216000212107,164.2337188720703,26.0,1.7350000143051147,1197.9000244140625,29.690000534057617,1.1225990056991577
XMR_328,2016-02-22,0.777202,8617642.10192,2,22,-0.06340216000212107,0.1284325053203672,172.52423095703125,19.3799991607666,1.7660000324249268,1209.5,31.479999542236328,1.1123965978622437
XMR_328,2016-02-29,0.87702,9784868.92064,2,29,0.1284325053203672,0.3379626462338372,171.44366455078125,20.549999237060547,1.7400000095367432,1233.9000244140625,33.75,1.0923947095870972
XMR_328,2016-03-07,1.17342,13172284.6869,3,7,0.3379626462338372,0.01754699936936488,177.67044067382812,17.350000381469727,1.9019999504089355,1263.199951171875,37.900001525878906,1.0993964672088623
XMR_328,2016-03-14,1.19401,13484476.1003,3,14,0.01754699936936488,0.20311387676820125,179.36216735839844,16.920000076293945,1.9630000591278076,1244.4000244140625,37.18000030517578,1.1167943477630615
XMR_328,2016-03-21,1.43653,16288988.155,3,21,0.20311387676820125,0.03687357730085683,182.21923828125,13.789999961853027,1.9229999780654907,1243.800048828125,39.90999984741211,1.1279042959213257
XMR_328,2016-03-28,1.4895,17023703.2654,3,28,0.03687357730085683,0.05240013427324608,180.9460906982422,15.239999771118164,1.8700000047683716,1219.9000244140625,39.38999938964844,1.1159967184066772
XMR_328,2016-04-04,1.56755,18020342.7289,4,4,0.05240013427324608,-0.30300787853656974,183.62588500976562,14.119999885559082,1.7790000438690186,1218.0,35.70000076293945,1.1390039920806885
XMR_328,2016-04-11,1.09257,12631735.6142,4,11,-0.30300787853656974,-0.06563423853849171,181.6405029296875,16.260000228881836,1.7239999771118164,1256.699951171875,40.36000061035156,1.1403028964996338
XMR_328,2016-04-18,1.02086,11865789.564,4,18,-0.06563423853849171,-0.010216875967321792,186.2879180908203,13.350000381469727,1.7730000019073486,1233.5999755859375,39.779998779296875,1.1299946308135986
XMR_328,2016-04-25,1.01043,11814527.1355,4,25,-0.010216875967321792,-0.09430836376592133,185.72702026367188,14.079999923706055,1.9019999504089355,1238.9000244140625,42.63999938964844,1.123406171798706
XMR_328,2016-05-02,0.915138,10759079.7458,5,2,-0.09430836376592133,-0.07003424620111942,185.15721130371094,14.680000305175781,1.8650000095367432,1294.699951171875,44.779998779296875,1.146302580833435
XMR_328,2016-05-09,0.851047,10060006.013,5,9,-0.07003424620111942,-0.027407416981670818,183.30538940429688,14.569999694824219,1.7599999904632568,1265.5999755859375,43.439998626708984,1.1387965679168701
XMR_328,2016-05-16,0.827722,9811925.69692,5,16,-0.027407416981670818,0.12037616494426873,184.09774780273438,14.680000305175781,1.753000020980835,1273.4000244140625,47.720001220703125,1.1316953897476196
XMR_328,2016-05-23,0.92736,10993047.683,5,23,0.12037616494426873,-0.035406961697722505,182.69998168945312,15.819999694824219,1.8380000591278076,1251.0999755859375,48.08000183105469,1.1221708059310913
XMR_328,2016-05-30,0.894525,10741862.281,5,30,-0.035406961697722505,0.12464156954808403,182.69998168945312,15.819999694824219,1.8380000591278076,1251.0999755859375,48.08000183105469,1.1110000610351562
