symbol_id,time_close,close,volume,marketcap,spy,vix
LUNA_4172,2020-08-21,0.514750514507,,198423621.56076,328.4593200683594,22.540000915527344
LUNA_4172,2020-08-22,0.421721563847,,162567164.298433,328.4593200683594,22.540000915527344
LUNA_4172,2020-08-23,0.46455032655,,179080303.895555,328.4593200683594,22.540000915527344
LUNA_4172,2020-08-24,0.482459008459,,185992302.223169,331.7877197265625,22.3700008392334
LUNA_4172,2020-08-25,0.519632291183,,200327116.938776,332.9487609863281,22.030000686645508
LUNA_4172,2020-08-26,0.463714326543,,178773836.359407,336.2867126464844,23.270000457763672
LUNA_4172,2020-08-27,0.498833727151,,192316403.580288,337.0220031738281,24.469999313354492
LUNA_4172,2020-08-28,0.505126996118,,194745364.25108,339.198974609375,22.959999084472656
LUNA_4172,2020-08-29,0.548553561974,,211497514.383627,339.198974609375,22.959999084472656
LUNA_4172,2020-08-30,0.539576169695,,208039639.84889,339.198974609375,22.959999084472656
LUNA_4172,2020-08-31,0.531187050809,,204781736.262948,337.9702453613281,26.40999984741211
LUNA_4172,2020-09-01,0.506154423743,,195113464.393843,341.1534118652344,26.1200008392334
LUNA_4172,2020-09-02,0.479774531101,,184986271.558594,346.087890625,26.56999969482422
LUNA_4172,2020-09-03,0.44576517189,,171844469.90195,334.177490234375,33.599998474121094
LUNA_4172,2020-09-04,0.384823260179,,148378113.494547,331.4490051269531,30.75
LUNA_4172,2020-09-05,0.383613976203,,147916937.16775,331.4490051269531,30.75
LUNA_4172,2020-09-06,0.336144690666,,129628394.102525,331.4490051269531,30.75
LUNA_4172,2020-09-07,0.343173804042,,132344416.987665,331.4490051269531,30.75
LUNA_4172,2020-09-08,0.3278015425,,126418545.768508,322.3929138183594,31.459999084472656
LUNA_4172,2020-09-09,0.317835115413,,122579635.037421,328.75933837890625,28.809999465942383
LUNA_4172,2020-09-10,0.324098874835,,124997872.533341,323.0508117675781,29.709999084472656
LUNA_4172,2020-09-11,0.350514581453,,135209299.928473,323.21527099609375,26.8700008392334
LUNA_4172,2020-09-12,0.337318691637,,130122643.385174,323.21527099609375,26.8700008392334
LUNA_4172,2020-09-13,0.32877699043,,126829505.311807,323.21527099609375,26.8700008392334
LUNA_4172,2020-09-14,0.311384895484,,120122575.846781,327.4724426269531,25.850000381469727
LUNA_4172,2020-09-15,0.321642606229,,124085770.760786,329.12689208984375,25.59000015258789
LUNA_4172,2020-09-16,0.323368134989,,124755200.367636,327.82080078125,26.040000915527344
LUNA_4172,2020-09-17,0.330140522229,,127372694.66161,324.9375305175781,26.459999084472656
LUNA_4172,2020-09-18,0.312962750509,,120755352.075727,321.1966247558594,25.829999923706055
LUNA_4172,2020-09-19,0.31317579068,,120842303.71688,321.1966247558594,25.829999923706055
LUNA_4172,2020-09-20,0.318090725899,,122741056.582707,321.1966247558594,25.829999923706055
LUNA_4172,2020-09-21,0.312837753062,,120716954.414332,317.621826171875,27.780000686645508
LUNA_4172,2020-09-22,0.291909889549,,112651097.751789,320.85662841796875,26.860000610351562
LUNA_4172,2020-09-23,0.30132559869921,3281031.67907293,116287072.64370818,313.4156188964844,28.579999923706055
LUNA_4172,2020-09-24,0.29088449866309,2125867.0889087,112260831.51709129,314.2510070800781,28.510000228881836
LUNA_4172,2020-09-25,0.296396917646,3619719.91745978,114394120.68900256,319.3315124511719,26.3799991607666
LUNA_4172,2020-09-26,0.31666526541578,9678457.82036511,122260433.35840937,319.3315124511719,26.3799991607666
LUNA_4172,2020-09-27,0.31574472344868,3487933.54369799,121919357.16332147,319.3315124511719,26.3799991607666
LUNA_4172,2020-09-28,0.31563578497503,2126991.71417647,121880505.39250985,324.6354064941406,26.190000534057617
LUNA_4172,2020-09-29,0.32297944145358,6546984.23918156,124723119.39011467,322.867431640625,26.270000457763672
LUNA_4172,2020-09-30,0.33635395215111,13499526.18661489,129899320.86595356,325.3153991699219,26.3700008392334
LUNA_4172,2020-10-01,0.3336476815976,3634537.18177944,128861774.16758497,327.4039306640625,26.700000762939453
LUNA_4172,2020-10-02,0.31852702587453,4019392.71469798,123027807.13059403,324.29534912109375,27.6299991607666
LUNA_4172,2020-10-03,0.32322390646101,9022713.78021391,124848779.7047613,324.29534912109375,27.6299991607666
LUNA_4172,2020-10-04,0.31082280625494,4658478.0201461,120060182.3686499,324.29534912109375,27.6299991607666
LUNA_4172,2020-10-05,0.30216348665995,1975088.47127873,116716735.1932574,330.0461730957031,27.959999084472656
LUNA_4172,2020-10-06,0.31105678555179,4610150.19587825,120155974.48276517,325.354248046875,29.479999542236328
LUNA_4172,2020-10-07,0.295614280125,3154181.28969473,114219846.72123066,331.0176086425781,28.059999465942383
LUNA_4172,2020-10-08,0.3032366140952,2640172.8845628,117173465.51565927,333.9512023925781,26.360000610351562
LUNA_4172,2020-10-09,0.30121382522497,2631009.48066403,116393921.81314388,336.9334716796875,25.0
LUNA_4172,2020-10-10,0.3157962995682,3104133.56163781,122091248.53473155,336.9334716796875,25.0
LUNA_4172,2020-10-11,0.3074842261419,3903621.82265812,118888194.27264667,336.9334716796875,25.0
LUNA_4172,2020-10-12,0.31976443836868,4130162.20711993,123641023.53822069,342.3539123535156,25.06999969482422
LUNA_4172,2020-10-13,0.31838974381108,4207122.74070828,123131787.94462126,340.11968994140625,26.06999969482422
LUNA_4172,2020-10-14,0.31704772868293,3895585.35012175,122618111.51298505,337.9825744628906,26.399999618530273
LUNA_4172,2020-10-15,0.31967606829529,6932379.33283702,123643255.12500946,337.5648498535156,26.969999313354492
LUNA_4172,2020-10-16,0.32399446779093,3012679.31264441,125329544.82802919,337.3608703613281,27.40999984741211
LUNA_4172,2020-10-17,0.31692945796835,3415081.333073,122599452.03201827,337.3608703613281,27.40999984741211
LUNA_4172,2020-10-18,0.31732983663778,1493824.91002203,122757299.04393189,337.3608703613281,27.40999984741211
LUNA_4172,2020-10-19,0.31180599486194,1210319.4668628,120627253.34900415,332.2318420410156,29.18000030517578
LUNA_4172,2020-10-20,0.31987604820272,4134463.799096,123769417.24091715,333.56268310546875,29.350000381469727
LUNA_4172,2020-10-21,0.31080249848209,4564645.05508962,120265108.7046866,332.9312438964844,28.649999618530273
LUNA_4172,2020-10-22,0.31148435812909,4088939.91360142,120530573.16744214,334.7574768066406,28.110000610351562
LUNA_4172,2020-10-23,0.31401696657548,3240032.99601806,121510579.83450432,335.8940734863281,27.549999237060547
LUNA_4172,2020-10-24,0.31668480284779,4777507.46077708,122492796.68770576,335.8940734863281,27.549999237060547
LUNA_4172,2020-10-25,0.31195403017795,2545026.4022896,120666480.00036998,335.8940734863281,27.549999237060547
LUNA_4172,2020-10-26,0.30900517641235,2064642.92179634,119529871.3406439,329.6867980957031,32.459999084472656
LUNA_4172,2020-10-27,0.30440182126318,5270260.30603255,117730476.58724746,328.55010986328125,33.349998474121094
LUNA_4172,2020-10-28,0.30923225465684,5292584.69398766,119571069.53914669,317.3206787109375,40.279998779296875
LUNA_4172,2020-10-29,0.3090703237814,6931930.39785265,119491922.48024634,320.5457763671875,37.59000015258789
LUNA_4172,2020-10-30,0.30324305485727,2334085.32715398,117221889.99391396,317.2041320800781,38.02000045776367
LUNA_4172,2020-10-31,0.30472447163066,3402019.02157062,117788007.10696636,317.2041320800781,38.02000045776367
LUNA_4172,2020-11-01,0.30284405120492,2341916.50367892,117101577.44167061,317.2041320800781,38.02000045776367
LUNA_4172,2020-11-02,0.30103181721132,1929012.94500401,116408274.82235055,320.759521484375,37.130001068115234
LUNA_4172,2020-11-03,0.28100389380546,4559683.02968393,108649450.31343018,326.42279052734375,35.54999923706055
LUNA_4172,2020-11-04,0.28901388519755,3694241.74061422,111715668.43050522,333.71807861328125,29.56999969482422
LUNA_4172,2020-11-05,0.28450153062843,2965851.17981898,109893200.41297834,340.2265319824219,27.579999923706055
LUNA_4172,2020-11-06,0.29346408350453,2867887.90878561,113339531.58847691,340.1488037109375,24.860000610351562
LUNA_4172,2020-11-07,0.30526695504714,3296612.83895243,117872682.65385124,340.1488037109375,24.860000610351562
LUNA_4172,2020-11-08,0.29373364915443,3876758.5931456,113422607.64493175,340.1488037109375,24.860000610351562
LUNA_4172,2020-11-09,0.30412590359953,2005341.24539289,117436600.3438721,344.4230041503906,25.75
LUNA_4172,2020-11-10,0.29775815912069,2819388.94805369,114956499.80533735,343.9178771972656,24.799999237060547
LUNA_4172,2020-11-11,0.31126993382843,3790069.9199078,120153756.49531095,346.4726867675781,23.450000762939453
LUNA_4172,2020-11-12,0.31617933508361,7421703.9213283,122033080.27709103,343.111572265625,25.350000381469727
LUNA_4172,2020-11-13,0.31731395300257,5440517.93299004,122378956.43712771,347.8617858886719,23.100000381469727
LUNA_4172,2020-11-14,0.31885709015504,3615700.19067422,122972659.36140291,347.8617858886719,23.100000381469727
LUNA_4172,2020-11-15,0.3054151838154,3521154.99971079,117787798.16307652,347.8617858886719,23.100000381469727
LUNA_4172,2020-11-16,0.30592952327925,5287864.9431884,117987932.91649784,352.2039794921875,22.450000762939453
LUNA_4172,2020-11-17,0.31253026054671,8031364.6724381,120496441.01685995,350.3097229003906,22.709999084472656
LUNA_4172,2020-11-18,0.31007217929786,6610022.51737465,119479024.06022906,346.0938415527344,23.84000015258789
LUNA_4172,2020-11-19,0.31616090692107,7971333.20884963,121744016.11120933,347.5509338378906,23.110000610351562
LUNA_4172,2020-11-20,0.32417309784408,6971557.08433418,124800549.60039036,345.1709289550781,23.700000762939453
LUNA_4172,2020-11-21,0.34480552660712,8423754.23670137,132669719.42944054,345.1709289550781,23.700000762939453
LUNA_4172,2020-11-22,0.34286931702232,6015966.70905667,131927873.45654075,345.1709289550781,23.700000762939453
LUNA_4172,2020-11-23,0.34529969933125,13221359.03081231,132806580.23879313,347.2400817871094,22.65999984741211
LUNA_4172,2020-11-24,0.37919844492891,20255918.29848249,145789948.1017765,352.83544921875,21.639999389648438
LUNA_4172,2020-11-25,0.40930636961325,24730800.63828535,157319940.59432682,352.29144287109375,21.25
LUNA_4172,2020-11-26,0.40632249304502,19135916.54059291,156137931.49964076,352.29144287109375,21.25
LUNA_4172,2020-11-27,0.3529454461347,16785921.96145706,135608056.55541977,353.2725524902344,20.84000015258789
LUNA_4172,2020-11-28,0.38561519492126,12199987.89992741,148126630.12632823,353.2725524902344,20.84000015258789
LUNA_4172,2020-11-29,0.3815283981527,3931482.64673678,146560317.79621202,353.2725524902344,20.84000015258789
LUNA_4172,2020-11-30,0.38105583835659,4094051.31334369,146388992.1921915,351.7085876464844,20.56999969482422
LUNA_4172,2020-12-01,0.39444823728109,18223875.48133135,151554104.95731106,355.555419921875,20.770000457763672
LUNA_4172,2020-12-02,0.39003691755839,11113097.16404587,149797750.93463305,356.3033447265625,21.170000076293945
LUNA_4172,2020-12-03,0.41468411737495,10506700.32667685,159233503.51172692,356.20623779296875,21.280000686645508
LUNA_4172,2020-12-04,0.48662520241266,47761465.66729502,186758613.24863976,359.27587890625,20.790000915527344
LUNA_4172,2020-12-05,0.45109113866798,35677535.60986988,173138920.88931677,359.27587890625,20.790000915527344
LUNA_4172,2020-12-06,0.50935462295372,24620370.12859891,195354562.74369362,359.27587890625,20.790000915527344
LUNA_4172,2020-12-07,0.50243154277514,9371353.30451013,192633964.56081378,358.53759765625,21.299999237060547
LUNA_4172,2020-12-08,0.50518765877504,11248366.91070236,193694635.56072482,359.58673095703125,20.68000030517578
LUNA_4172,2020-12-09,0.46865630177614,19366678.2988424,179679250.26147527,356.36163330078125,22.270000457763672
LUNA_4172,2020-12-10,0.49112243835357,19828633.37364702,188304038.32197413,356.2450866699219,22.520000457763672
LUNA_4172,2020-12-11,0.47614368741843,11233098.97671963,182557696.80829936,355.827392578125,23.309999465942383
LUNA_4172,2020-12-12,0.46954490741547,12787954.20816251,180019128.209672,355.827392578125,23.309999465942383
LUNA_4172,2020-12-13,0.48056751637359,6421115.81466384,184234727.20168,355.827392578125,23.309999465942383
LUNA_4172,2020-12-14,0.47806830089496,7046637.45478054,183263123.34338397,354.2342529296875,24.719999313354492
LUNA_4172,2020-12-15,0.47237702647903,8206564.62745934,181100885.03338367,359.0232849121094,22.889999389648438
LUNA_4172,2020-12-16,0.48195664299054,6796969.46716933,184776975.71349266,359.58673095703125,22.5
LUNA_4172,2020-12-17,0.49803598016319,25885276.14355961,190963860.7025113,361.5975036621094,21.93000030517578
LUNA_4172,2020-12-18,0.47932593633741,27854658.57950526,183813205.79526934,360.1536865234375,21.56999969482422
LUNA_4172,2020-12-19,0.52588318179232,23842893.74036647,201658266.10211903,360.1536865234375,21.56999969482422
LUNA_4172,2020-12-20,0.53201789042216,9644314.20331823,204010147.5329878,360.1536865234375,21.56999969482422
LUNA_4172,2020-12-21,0.48857101271453,17477746.11152639,187357120.2801854,358.865966796875,25.15999984741211
LUNA_4172,2020-12-22,0.4674946826938,23842701.74837928,179279739.63416716,358.26116943359375,24.229999542236328
LUNA_4172,2020-12-23,0.51311616449211,19819987.70713129,249151866.45707643,358.5830993652344,23.309999465942383
LUNA_4172,2020-12-24,0.45333077422383,15109652.09418155,220105269.75421274,359.9781188964844,21.530000686645508
LUNA_4172,2020-12-25,0.51683367451727,25610213.25815466,250927870.0082268,359.9781188964844,21.530000686645508
LUNA_4172,2020-12-26,0.54880579220784,66989533.41162644,266460594.76896703,359.9781188964844,21.530000686645508
LUNA_4172,2020-12-27,0.54178506679518,16576805.24397594,263076504.80885834,359.9781188964844,21.530000686645508
LUNA_4172,2020-12-28,0.55129875081086,25739398.89810731,267671088.22052306,363.07061767578125,21.700000762939453
LUNA_4172,2020-12-29,0.61018578382182,45821241.56167572,296258341.10800225,362.37799072265625,23.079999923706055
LUNA_4172,2020-12-30,0.6551417214327,47351219.18713373,318052053.85228574,362.89501953125,22.770000457763672
LUNA_4172,2020-12-31,0.66295260121022,31355117.97711435,321838682.9170662,364.73883056640625,22.75
LUNA_4172,2021-01-01,0.65843212309657,19586197.40069737,319631908.30837804,364.73883056640625,22.75
LUNA_4172,2021-01-02,0.64096014875493,16081408.82449182,311138163.8988504,364.73883056640625,22.75
LUNA_4172,2021-01-03,0.63644646797045,19124205.89891203,308940725.9803584,364.73883056640625,22.75
LUNA_4172,2021-01-04,0.65468309746095,32649455.29656728,317764101.67001086,359.7732849121094,26.969999313354492
